900	XP X 5000|Nothing|Tanky|Speed Up|Nothing|White Cat|Cat CPU|Nothing|Fortressy|Rich Cat|Sniper the Cat|Treasure Radar|Rare Ticket|Cat Jobs
901	Rare Ticket|XP X 50000|Rare Ticket|XP X 100000|Rare Ticket|XP X 200000|Rare Ticket|XP X 300000|Rare Ticket
902	Rare Ticket
903	Cat Food X 30|XP X 10000|Speed Up|Cat Food X 30|XP X 20000|Rich Cat|Cat Food X 30|XP X 30000|Treasure Radar|Cat Food X 50|Cat Ticket|Cat CPU|Sniper the Cat|Cat Jobs
904	Li'l Homura
905	XP X 5000|Speed Up|Rich Cat|Treasure Radar|Cat CPU|Sniper the Cat|Rare Ticket
906	XP X 5000|Speed Up|Rich Cat|XP X 10000|Treasure Radar|Cat CPU|XP X 15000|Sniper the Cat|Rare Ticket|XP X 20000|Cat CPU|Treasure Radar|Cat Ticket|Cat Jobs
907	XP X 50000|Cat Food X 10|Cat Ticket X 2|Cat Food X 15|Rare Ticket|Cat Food X 25|XP X 100000
908	CPAC
909	Cat Food X 20|Sniper the Cat|Speed Up|Cat Food X 20|Cat Ticket|Cat Jobs|Yuki Cat|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
910	Capsule Cat
912	ぐでたまにゃんこ
913	Unknown
914	おでん
915	ノラ
916	XP X 5000|Speed Up|Cat CPU|XP X 10000|Cat Ticket, Saber the Cat|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|Shirou the Cat|XP X 20000|Rare Ticket|Cat CPU|Cat Jobs
917	Li'l Sakura
918	Rare Ticket|Cat Ticket|Speed Up X 5|XP X 555|Coin Cat|Rare Ticket|Cat Ticket|Rich Cat X 5|XP X 5555|Rare Ticket|Cat Ticket|Cat CPU X 5|XP X 55555|Rare Ticket|Cat Ticket|Sniper the Cat X 5|Cat Jobs X 5|Rare Ticket|Cat Ticket
919	Cat Food X 20|Speed Up|Sniper the Cat|Cat Food X 20|Cat Ticket|Cat Jobs|Cat Ticket, Merc|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
920	Titi
921	Farmer Cat
922	Satori Hikami & Cat
923	Imoto
924	XP X 5000|Speed Up|Cat CPU|XP X 10000|Cat Ticket, Gendo & Fuyutsuki Cats|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|Rare Ticket|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
925	Kaworu & Cat
926	白にゃんこ剣士
927	Nekokkuma
928	Cat Food X 20|Speed Up|Sniper the Cat|Cat Food X 20|Cat Ticket|Cat Jobs|Cat Ticket, ゴーレム|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
929	Happy 100
930	Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30|Cat Food X 30
931	Rare Ticket|Cat Food X 66|Rare Ticket, Farmer Cat|Cat CPU X 6|Rare Ticket|Rare Ticket, Coin Cat|Rich Cat X 6|Rare Ticket|Sniper the Cat X 6|Rare Ticket
932	XP X 5000|Speed Up|Cat Ticket, Saber the Cat|Cat CPU|XP X 10000|Rich Cat|Shirou the Cat|Sniper the Cat|XP X 15000|Treasure Radar|XP X 20000|Rare Ticket|Cat CPU|Cat Jobs
933	XP X 5000|Speed Up|Cat CPU|XP X 10000|Cat Ticket, Kerihime|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|Rare Ticket|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
934	Cat Food X 20|Speed Up|Sniper the Cat|Cat Food X 20|Cat Ticket|Cat Jobs|Shakurel Cat|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
935	XP X 5000|Speed Up|Cat CPU|XP X 10000|Rare Ticket|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|Cat Ticket, 太秦麗＆ネコ|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
936	XP X 5000|Speed Up|Cat CPU|XP X 10000|Cat Ticket, Chun-Li Cat|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|Rare Ticket|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
937	Rare Ticket|Cat Food X 77|Rare Ticket|Treasure Radar X 7|Rare Ticket|Speed Up X 7|Rare Ticket, Coin Cat|Cat CPU X 7|Rare Ticket|Rich Cat X 7|Rare Ticket|Cat Jobs X 7|Rare Ticket|Sniper the Cat X 7
938	Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket|Rare Ticket
939	Cat Food X 20|Speed Up|Sniper the Cat|Cat Food X 20|Cat Ticket|Cat Jobs|Merc|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
940	Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50|Cat Food X 50
941	XP X 5000|Speed Up|Cat CPU|XP X 10000|Rare Ticket|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|ネコヤキソバン|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
942	Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket
943	Cat Food X 20|Sniper the Cat|Speed Up|Cat Food X 20|Cat Ticket|Cat Jobs|Cat Ticket, Yuki Cat|XP X 30000|Cat Ticket X 2|Cat Food X 30|Rare Ticket|Cat Food X 30|Rich Cat|Treasure Radar
944	XP X 10000|Treasure Radar|Cat Ticket, Gendo & Fuyutsuki Cats|Sniper the Cat|Rich Cat|Rare Ticket|XP X 15000
945	Rare Ticket|Cat Food X 50|Rare Ticket, Farmer Cat|Cat CPU X 5|Cat Food X 50|Rare Ticket, Coin Cat|Speed Up X 5|Cat Food X 50|Rare Ticket|Sniper the Cat X 5|Cat Food X 50|Rare Ticket|Rich Cat X 5|Cat Food X 50
946	Rare Ticket|Cat Food X 48|Rare Ticket|Treasure Radar X 8|Rare Ticket|Speed Up X 8|Rare Ticket, Coin Cat|Rare Ticket|Rare Ticket|Rich Cat X 8|Rare Ticket|Cat Jobs X 8|Rare Ticket|Sniper the Cat X 8
947	Panda Cat
948	Speed Up X 4|Rich Cat X 4|Treasure Radar X 2|Cat Ticket X 2|Rare Ticket|Cat Jobs X 2|Sniper the Cat X 2|Rare Ticket|Cat CPU X 4|Cat Ticket X 2|Rare Ticket|Treasure Radar X 2|Speed Up X 4|Rare Ticket|Rich Cat X 4|Cat Ticket X 2|Rare Ticket|Cat Jobs X 2|Sniper the Cat X 3|Rare Ticket|Cat CPU X 4|Cat Ticket X 2|Rare Ticket|Treasure Radar X 2|Cat Jobs X 2|Rare Ticket|Sniper the Cat X 3|Treasure Radar X 2|Cat Jobs X 2|Gold Brick Cat
949	Rare Ticket, Cat Ticket X 3|XP X 1000000, Cat Ticket X 3|Cat Ticket X 3|Cat Ticket X 3|XP X 1000000, Cat Ticket X 3|Cat Ticket X 3|Rare Ticket X 2, Cat Ticket X 3
950	XP X 30000|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|XP X 30000
951	Rare Ticket|XP X 15000|Rich Cat|Cat Ticket|Cat CPU|Sniper the Cat|Rare Ticket|XP X 15000|Cat Ticket|Speed Up|Cat Jobs|Cat Ticket|Treasure Radar|Rare Ticket
952	Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Legend Net|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Legend Net X 2|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Legend Net X 3|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Legend Net X 4|Cat Ticket|Cat Ticket|Cat Ticket|Cat Ticket|Platinum Shard
953	Legend Net|Cat Ticket|Cat Ticket|Legend Net X 2|Cat Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Cat Ticket|Legend Net X 3|Cat Ticket|Cat Ticket|Legend Net X 4|Platinum Shard
954	XP X 5000|Speed Up|Rich Cat|XP X 10000|Treasure Radar|Cat CPU|XP X 15000|Sniper the Cat|Rare Ticket|XP X 20000|Cat CPU|Treasure Radar|Cat Ticket|Cat Jobs
955	伝説のにんじん|伝説のにんじん X 2|伝説のにんじん X 3|伝説のにんじん X 4|Cat Ticket|伝説のにんじん X 5|伝説のにんじん X 5|伝説のにんじん X 5|伝説のにんじん X 5|Rare Ticket|伝説のにんじん X 5|伝説のにんじん X 5|伝説のにんじん X 5|伝説のにんじん X 5
956	Cat Food X 20|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Cat Food X 20|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket|はてなボックス|Rare Ticket
957	XP X 5000|Speed Up|Cat CPU|XP X 10000|Rare Ticket|Rich Cat|Sniper the Cat|XP X 15000|Treasure Radar|ジェアー＆ネコ|XP X 20000|Cat CPU|Cat Ticket|Cat Jobs
958	伝説のにんじん|伝説のにんじん X 2|伝説のにんじん X 3|伝説のにんじん X 4|Rare Ticket|伝説のにんじん X 5|伝説のにんじん X 5
959	伝説の縁起物|伝説の縁起物|伝説の縁起物|伝説の縁起物|Leadership|伝説の縁起物|伝説の縁起物|伝説の縁起物|伝説の縁起物|Rare Ticket|伝説の縁起物|伝説の縁起物|伝説の縁起物|伝説の縁起物
960	XP X 2222|XP X 2222|XP X 2222|XP X 2222|Rare Ticket X 2|XP X 2222|XP X 2222
961	Love Letter|Love Letter|Love Letter|Love Letter|Cat Ticket|Love Letter|Love Letter|Love Letter|Love Letter|Rare Ticket|Love Letter X 2|Love Letter X 2|Love Letter X 2|Love Letter X 2|Cat Ticket|Love Letter X 3|Love Letter X 3|Love Letter X 3|Love Letter X 3|Rare Ticket|Love Letter X 4|Love Letter X 4
962	Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket|Cat Ticket|Rare Ticket
963	Speed Up X 4|Rich Cat X 3|Rare Ticket|Cat CPU X 3|Cat Ticket X 2|Rare Ticket|Treasure Radar|Sniper the Cat X 4|Rare Ticket|Cat Ticket X 2|Cat Jobs X 3|Rare Ticket|Rich Cat X 3|Cat CPU X 3|Rare Ticket|Treasure Radar|Cat Jobs X 3|Rare Ticket|Speed Up X 5|Cat Ticket X 2|Rare Ticket|Cat Jobs X 3|Rich Cat X 3|Rare Ticket|Cat Ticket X 2|Treasure Radar|Rare Ticket|Cat CPU X 3|Sniper the Cat X 5|Cat Ticket, Gold Brick Cat
964	Rare Ticket|Cat Food X 50|Rare Ticket|Cat CPU X 5|Cat Food X 50|Rare Ticket, Coin Cat|Speed Up X 5|Cat Food X 50|Rare Ticket|Sniper the Cat X 5|Cat Food X 50|Rare Ticket|Rich Cat X 5|Cat Food X 50
965	Holy Water|Holy Water|Cat Ticket|Holy Water|Holy Water|Rare Ticket|Holy Water|Holy Water|XP X 10000|Holy Water|Holy Water|Speed Up|Holy Water|Holy Water|Rare Ticket|Holy Water|Holy Water|Cat Ticket|Holy Water|Holy Water|Holy Water
966	Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Rare Ticket
967	Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Cat Ticket|Legend Net|Legend Net|Legend Net|Legend Net|Platinum Shard
968	Cat Ticket, Panda Cat


900	Fortressy|Rare Ticket|Tanky|White Cat|XP X 5000
901	Rare Ticket X 5|XP X 650000
902	Rare Ticket
903	Cat Food X 140|Cat Ticket|XP X 60000
904	Li'l Homura
905	Rare Ticket|XP X 5000
906	Cat Ticket|Rare Ticket|XP X 50000
907	Cat Food X 50|Cat Ticket X 2|Rare Ticket|XP X 150000
908	CPAC
909	Cat Food X 100|Cat Ticket X 3|Rare Ticket|XP X 30000|Yuki Cat
910	Capsule Cat
912	ぐでたまにゃんこ
913	
914	おでん
915	ノラ
916	Cat Ticket|Rare Ticket|Saber the Cat|Shirou the Cat|XP X 50000
917	Li'l Sakura
918	Cat Ticket X 5|Coin Cat|Rare Ticket X 5|XP X 61665
919	Cat Food X 100|Cat Ticket X 4|Merc|Rare Ticket|XP X 30000
920	Titi
921	Farmer Cat
922	Satori Hikami & Cat
923	Imoto
924	Cat Ticket X 2|Gendo & Fuyutsuki Cats|Rare Ticket|XP X 50000
925	Kaworu & Cat
926	白にゃんこ剣士
927	Nekokkuma
928	Cat Food X 100|Cat Ticket X 4|Rare Ticket|XP X 30000|ゴーレム
929	Happy 100
930	Cat Food X 600
931	Cat Food X 66|Coin Cat|Farmer Cat|Rare Ticket X 6
932	Cat Ticket|Rare Ticket|Saber the Cat|Shirou the Cat|XP X 50000
933	Cat Ticket X 2|Kerihime|Rare Ticket|XP X 50000
934	Cat Food X 100|Cat Ticket X 3|Rare Ticket|Shakurel Cat|XP X 30000
935	Cat Ticket X 2|Rare Ticket|XP X 50000|太秦麗＆ネコ
936	Cat Ticket X 2|Chun-Li Cat|Rare Ticket|XP X 50000
937	Cat Food X 77|Coin Cat|Rare Ticket X 7
938	Rare Ticket X 14
939	Cat Food X 100|Cat Ticket X 3|Merc|Rare Ticket|XP X 30000
940	Cat Food X 700
941	Cat Ticket|Rare Ticket|XP X 50000|ネコヤキソバン
942	Cat Ticket X 14
943	Cat Food X 100|Cat Ticket X 4|Rare Ticket|XP X 30000|Yuki Cat
944	Cat Ticket|Gendo & Fuyutsuki Cats|Rare Ticket|XP X 25000
945	Cat Food X 250|Coin Cat|Farmer Cat|Rare Ticket X 5
946	Cat Food X 48|Coin Cat|Rare Ticket X 8
947	Panda Cat
948	Cat Ticket X 8|Gold Brick Cat|Rare Ticket X 8
949	Cat Ticket X 21|Rare Ticket X 3|XP X 2000000
950	Cat Ticket X 6|Rare Ticket X 6|XP X 60000
951	Cat Ticket X 3|Rare Ticket X 3|XP X 30000
952	Cat Ticket X 24|Legend Net X 10|Platinum Shard|Rare Ticket
953	Cat Ticket X 8|Legend Net X 10|Platinum Shard|Rare Ticket
954	Cat Ticket|Rare Ticket|XP X 50000
955	Cat Ticket|Rare Ticket|伝説のにんじん X 50
956	Cat Food X 40|Rare Ticket X 9|はてなボックス X 9
957	Cat Ticket|Rare Ticket|XP X 50000|ジェアー＆ネコ
958	Rare Ticket|伝説のにんじん X 20
959	Leadership|Rare Ticket|伝説の縁起物 X 12
960	Rare Ticket X 2|XP X 13332
961	Cat Ticket X 2|Love Letter X 36|Rare Ticket X 2
962	Cat Ticket X 7|Rare Ticket X 7
963	Cat Ticket X 9|Gold Brick Cat|Rare Ticket X 9
964	Cat Food X 250|Coin Cat|Rare Ticket X 5
965	Cat Ticket X 2|Holy Water X 15|Rare Ticket X 2|XP X 10000
966	Cat Ticket X 5|Legend Net X 24|Rare Ticket
967	Cat Ticket X 5|Legend Net X 24|Platinum Shard
968	Cat Ticket|Panda Cat
